Date,GOOG
2018-11-02,52.53002166748047
2018-11-05,51.65104293823242
2018-11-06,52.43169403076172
2018-11-07,54.29792404174805
2018-11-08,53.75215530395508
2018-11-09,52.94518280029297
2018-11-12,51.57853698730469
2018-11-13,51.45041275024414
2018-11-14,51.82832336425781
2018-11-15,52.87367248535156
2018-11-16,52.713768005371094
2018-11-19,50.65336608886719
2018-11-20,50.93940734863281
2018-11-21,51.52788543701172
2018-11-23,50.846046447753906
2018-11-26,52.07463836669922
2018-11-27,51.865570068359375
2018-11-28,53.942359924316406
2018-11-29,54.0451545715332
2018-11-30,54.349571228027344
2018-12-03,54.94549560546875
2018-12-04,52.18389129638672
2018-12-06,53.073307037353516
2018-12-07,51.47673416137695
2018-12-10,51.62422180175781
2018-12-11,52.23007583618164
2018-12-12,52.8225212097168
2018-12-13,52.734127044677734
2018-12-14,51.7508544921875
2018-12-17,50.48104476928711
2018-12-18,51.08590316772461
2018-12-19,50.80284118652344
2018-12-20,50.12746047973633
2018-12-21,48.64411926269531
2018-12-24,48.479244232177734
2018-12-26,51.6197509765625
2018-12-27,51.8392448425293
2018-12-28,51.50156021118164
2018-12-31,51.42856216430664
2019-01-02,51.93708038330078
2019-01-03,50.457706451416016
2019-01-04,53.171634674072266
2019-01-07,53.05642318725586
2019-01-08,53.448238372802734
2019-01-09,53.3677864074707
2019-01-10,53.15276336669922
2019-01-11,52.50022506713867
2019-01-14,51.87947463989258
2019-01-15,53.49143600463867
2019-01-16,53.68114471435547
2019-01-17,54.124610900878906
2019-01-18,54.53976821899414
2019-01-22,53.16219711303711
2019-01-23,53.41298294067383
2019-01-24,53.330047607421875
2019-01-25,54.17873764038086
2019-01-28,53.140350341796875
2019-01-29,52.67055892944336
2019-01-30,54.08290100097656
2019-01-31,55.43911361694336
2019-02-01,55.16002655029297
2019-02-04,56.255027770996094
2019-02-05,56.91004943847656
2019-02-06,55.382503509521484
2019-02-07,54.56211853027344
2019-02-08,54.380863189697266
2019-02-11,54.37837600708008
2019-02-12,55.687416076660156
2019-02-13,55.62732696533203
2019-02-14,55.70231246948242
2019-02-15,55.304039001464844
2019-02-19,55.547874450683594
2019-02-20,55.31148910522461
2019-02-21,54.4757080078125
2019-02-22,55.14115524291992
2019-02-25,55.09298324584961
2019-02-26,55.37753677368164
2019-02-27,55.42322540283203
2019-02-28,55.61540985107422
2019-03-01,56.661746978759766
2019-03-04,56.99993133544922
2019-03-05,57.70659637451172
2019-03-06,57.499515533447266
2019-03-07,56.77646255493164
2019-03-08,56.72779846191406
2019-03-11,58.388427734375
2019-03-12,59.25450134277344
2019-03-13,59.26046371459961
2019-03-14,58.87460708618164
2019-03-15,58.82047653198242
2019-03-18,58.810543060302734
2019-03-19,59.53508377075195
2019-03-20,60.78254699707031
2019-03-21,61.158477783203125
2019-03-22,59.865333557128906
2019-03-25,59.244571685791016
2019-03-26,58.82842254638672
2019-03-27,58.25236511230469
2019-03-28,58.027400970458984
2019-03-29,58.26676559448242
2019-04-01,59.315589904785156
2019-04-02,59.61653137207031
2019-04-03,59.88618469238281
2019-04-04,60.337100982666016
2019-04-05,59.947261810302734
2019-04-08,59.78289031982422
2019-04-09,59.455631256103516
2019-04-10,59.699459075927734
2019-04-11,59.821624755859375
2019-04-12,60.47962188720703
2019-04-15,60.64002990722656
2019-04-16,60.93946838378906
2019-04-17,61.396846771240234
2019-04-18,61.39833450317383
2019-04-22,62.01759719848633
2019-04-23,62.79776382446289
2019-04-24,62.373165130615234
2019-04-25,62.74313735961914
2019-04-26,63.17666244506836
2019-04-29,63.941429138183594
2019-04-30,59.02010726928711
2019-05-01,58.00703811645508
2019-05-02,57.73540496826172
2019-05-03,58.86715316772461
2019-05-06,59.065303802490234
2019-05-07,58.30600357055664
2019-05-08,57.917152404785156
2019-05-09,57.723976135253906
2019-05-10,57.817840576171875
2019-05-13,56.216796875
2019-05-14,55.6412353515625
2019-05-15,57.81486129760742
2019-05-16,58.54833984375
2019-05-17,57.720008850097656
2019-05-20,56.55548095703125
2019-05-21,57.0908088684082
2019-05-22,57.17970657348633
2019-05-23,56.65082550048828
2019-05-24,56.28830337524414
2019-05-28,56.32207489013672
2019-05-29,55.44358825683594
2019-05-30,55.517581939697266
2019-05-31,54.80644607543945
2019-06-03,51.4593505859375
2019-06-04,52.29463577270508
2019-06-05,51.75681686401367
2019-06-06,51.86209487915039
2019-06-07,52.93971633911133
2019-06-10,53.6518440246582
2019-06-11,53.56940841674805
2019-06-12,53.48548889160156
2019-06-13,54.0684928894043
2019-06-14,53.898658752441406
2019-06-17,54.25373077392578
2019-06-18,54.80495834350586
2019-06-19,54.74189376831055
2019-06-20,55.19329833984375
2019-06-21,55.712745666503906
2019-06-24,55.396907806396484
2019-06-25,53.94831466674805
2019-06-26,53.623050689697266
2019-06-27,53.43482971191406
2019-06-28,53.67816925048828
2019-07-01,54.52437973022461
2019-07-02,55.184852600097656
2019-07-03,55.697845458984375
2019-07-05,56.194942474365234
2019-07-08,55.43812561035156
2019-07-09,55.8592414855957
2019-07-10,56.63642120361328
2019-07-11,56.8216552734375
2019-07-12,56.855918884277344
2019-07-15,57.12607192993164
2019-07-16,57.28697204589844
2019-07-17,56.92792892456055
2019-07-18,56.92693328857422
2019-07-19,56.12094497680664
2019-07-22,56.51674270629883
2019-07-23,56.92097473144531
2019-07-24,56.50383377075195
2019-07-25,56.221256256103516
2019-07-26,62.0955696105957
2019-07-29,61.5493049621582
2019-07-30,60.84064865112305
2019-07-31,60.420528411865234
2019-08-01,60.039634704589844
2019-08-02,59.29374313354492
2019-08-05,57.22439956665039
2019-08-06,58.09990692138672
2019-08-07,58.300537109375
2019-08-08,59.830570220947266
2019-08-09,58.996768951416016
2019-08-12,58.33628845214844
2019-08-13,59.45662307739258
2019-08-14,57.81883239746094
2019-08-15,57.9663200378418
2019-08-16,58.47980880737305
2019-08-19,59.515220642089844
2019-08-20,58.73257827758789
2019-08-21,59.15766906738281
2019-08-22,59.07225799560547
2019-08-23,57.17325210571289
2019-08-26,58.04726028442383
2019-08-27,57.99512481689453
2019-08-28,58.153045654296875
2019-08-29,59.237125396728516
2019-08-30,59.00123596191406
2019-09-03,58.022438049316406
2019-09-04,58.669010162353516
2019-09-05,60.15732955932617
2019-09-06,59.83702087402344
2019-09-09,59.81120300292969
2019-09-10,59.89015579223633
2019-09-11,60.593841552734375
2019-09-12,61.293060302734375
2019-09-13,61.5567512512207
2019-09-16,61.14655303955078
2019-09-17,61.03978729248047
2019-09-18,61.201683044433594
2019-09-19,61.5145378112793
2019-09-20,61.07852554321289
2019-09-23,61.28213119506836
2019-09-24,60.52382278442383
2019-09-25,61.90238571166992
2019-09-26,61.64762878417969
2019-09-27,60.838172912597656
2019-09-30,60.535736083984375
2019-10-01,59.845462799072266
2019-10-02,58.43163299560547
2019-10-03,58.987831115722656
2019-10-04,60.03914260864258
2019-10-07,59.97358322143555
2019-10-08,59.052391052246094
2019-10-09,59.70691680908203
2019-10-10,60.02274703979492
2019-10-11,60.35944366455078
2019-10-14,60.4433708190918
2019-10-15,61.72808074951172
2019-10-16,61.75936508178711
2019-10-17,62.227657318115234
2019-10-18,61.85123825073242
2019-10-21,61.884010314941406
2019-10-22,61.7176513671875
2019-10-23,62.52859878540039
2019-10-24,62.620967864990234
2019-10-25,62.82656478881836
2019-10-28,64.06160736083984
2019-10-29,62.70191192626953
2019-10-30,62.635868072509766
2019-10-31,62.5772705078125
2019-11-01,63.2541389465332
2019-11-04,64.129638671875
2019-11-05,64.16242218017578
2019-11-06,64.15099334716797
2019-11-07,64.99820709228516
2019-11-08,65.12284088134766
2019-11-11,64.51798248291016
2019-11-12,64.49861145019531
2019-11-13,64.45889282226562
2019-11-14,65.12731170654297
2019-11-15,66.28986358642578
2019-11-18,65.58617401123047
2019-11-19,65.32595825195312
2019-11-20,64.70967102050781
2019-11-21,64.62523651123047
2019-11-22,64.32678985595703
2019-11-25,64.89044952392578
2019-11-26,65.23110961914062
2019-11-27,65.20328521728516
2019-11-29,64.80451965332031
2019-12-02,64.0576400756836
2019-12-03,64.32382202148438
2019-12-04,65.57823181152344
2019-12-05,65.95515441894531
2019-12-06,66.57540893554688
2019-12-09,66.7214126586914
2019-12-10,66.77604675292969
2019-12-11,66.79391479492188
2019-12-12,67.05462646484375
2019-12-13,66.93345642089844
2019-12-16,67.59591674804688
2019-12-17,67.29547882080078
2019-12-18,67.17132568359375
2019-12-19,67.34115600585938
2019-12-20,67.02085876464844
2019-12-23,66.9836196899414
2019-12-24,66.7214126586914
2019-12-26,67.55768585205078
2019-12-27,67.13507843017578
2019-12-30,66.35292053222656
2019-12-31,66.3966293334961
2020-01-02,67.90381622314453
2020-01-03,67.57059478759766
2020-01-06,69.23670196533203
2020-01-07,69.19348907470703
2020-01-08,69.73876953125
2020-01-09,70.50898742675781
2020-01-10,71.0006332397461
2020-01-13,71.4723892211914
2020-01-14,71.05772399902344
2020-01-15,71.47090911865234
2020-01-16,72.09165954589844
2020-01-17,73.51641082763672
2020-01-21,73.71554565429688
2020-01-22,73.79251861572266
2020-01-23,73.82727813720703
2020-01-24,72.8370590209961
2020-01-27,71.20770263671875
2020-01-28,72.13436889648438
2020-01-29,72.43579864501953
2020-01-30,72.2972412109375
2020-01-31,71.2240982055664
2020-02-03,73.79202270507812
2020-02-04,71.86173248291016
2020-02-05,71.91934204101562
2020-02-06,73.30982971191406
2020-02-07,73.45879364013672
2020-02-10,74.9212875366211
2020-02-11,74.92675018310547
2020-02-12,75.39752960205078
2020-02-13,75.21825408935547
2020-02-14,75.52020263671875
2020-02-18,75.46704864501953
2020-02-19,75.81566619873047
2020-02-20,75.3915786743164
2020-02-21,73.75081634521484
2020-02-24,70.59638214111328
2020-02-25,68.95065307617188
2020-02-26,69.18553924560547
2020-02-27,65.4565658569336
2020-02-28,66.51133728027344
2020-03-02,68.98343658447266
2020-03-03,66.6136474609375
2020-03-04,68.85480499267578
2020-03-05,65.50373840332031
2020-03-06,64.479248046875
2020-03-09,60.364906311035156
2020-03-10,63.58437728881836
2020-03-11,60.35745620727539
2020-03-12,55.366607666015625
2020-03-13,60.571990966796875
2020-03-16,53.84800338745117
2020-03-17,55.60945129394531
2020-03-18,54.46726989746094
2020-03-19,55.38548278808594
2020-03-20,53.251590728759766
2020-03-23,52.471920013427734
2020-03-24,56.33746337890625
2020-03-25,54.74983215332031
2020-03-26,57.692691802978516
2020-03-27,55.15803527832031
2020-03-30,56.951271057128906
2020-03-31,57.74533462524414
2020-04-01,54.905269622802734
2020-04-02,55.661094665527344
2020-04-03,54.520904541015625
2020-04-06,58.9426383972168
2020-04-07,58.92228317260742
2020-04-08,60.10270690917969
2020-04-09,60.160804748535156
2020-04-13,60.464229583740234
2020-04-14,63.0301628112793
2020-04-15,62.694461822509766
2020-04-16,62.7441291809082
2020-04-17,63.72640609741211
2020-04-20,62.90005874633789
2020-04-21,60.40364456176758
2020-04-22,62.7312126159668
2020-04-23,63.38176345825195
2020-04-24,63.53074645996094
2020-04-27,63.360408782958984
2020-04-28,61.264251708984375
2020-04-29,66.61810302734375
2020-04-30,66.97467041015625
2020-05-01,65.58171081542969
2020-05-04,65.88909912109375
2020-05-05,67.09634399414062
2020-05-06,66.90713500976562
2020-05-07,68.16154479980469
2020-05-08,68.9466781616211
2020-05-11,69.68612670898438
2020-05-12,68.31947326660156
2020-05-13,67.00794982910156
2020-05-14,67.34564208984375
2020-05-15,68.19283294677734
2020-05-18,68.7266845703125
2020-05-19,68.20748901367188
2020-05-20,69.85794830322266
2020-05-21,69.66327667236328
2020-05-22,70.04167938232422
2020-05-26,70.36943054199219
2020-05-27,70.41015625
2020-05-28,70.35504913330078
2020-05-29,70.96039581298828
2020-06-01,71.10440826416016
2020-06-02,71.4719009399414
2020-06-03,71.33087158203125
2020-06-04,70.12908172607422
2020-06-05,71.43067932128906
2020-06-08,71.8388900756836
2020-06-09,72.31314849853516
2020-06-10,72.79434967041016
2020-06-11,69.71492004394531
2020-06-12,70.17874145507812
2020-06-15,70.50997161865234
2020-06-16,71.64571380615234
2020-06-17,72.06285858154297
2020-06-18,71.30999755859375
2020-06-19,71.09944152832031
2020-06-22,72.09961700439453
2020-06-23,72.72283935546875
2020-06-24,71.11186218261719
2020-06-25,71.57667541503906
2020-06-26,67.53285217285156
2020-06-29,69.27442932128906
2020-06-30,70.20010375976562
2020-07-01,71.41329193115234
2020-07-02,72.73722839355469
2020-07-06,74.2767105102539
2020-07-07,73.7542724609375
2020-07-08,74.2916030883789
2020-07-09,75.0360107421875
2020-07-10,76.56305694580078
2020-07-13,75.05338287353516
2020-07-14,75.51224517822266
2020-07-15,75.1676025390625
2020-07-16,75.38412475585938
2020-07-17,75.26245880126953
2020-07-20,77.75391387939453
2020-07-21,77.39138793945312
2020-07-22,77.89147186279297
2020-07-23,75.26890563964844
2020-07-24,75.0797119140625
2020-07-27,75.98998260498047
2020-07-28,74.50713348388672
2020-07-29,75.58377075195312
2020-07-30,76.05207061767578
2020-07-31,73.64403533935547
2020-08-03,73.221435546875
2020-08-04,72.7506332397461
2020-08-05,73.1797103881836
2020-08-06,74.49520111083984
2020-08-07,74.21661376953125
2020-08-10,74.29656982421875
2020-08-11,73.51292419433594
2020-08-12,74.8189926147461
2020-08-13,75.4064712524414
2020-08-14,74.87411499023438
2020-08-17,75.38313293457031
2020-08-18,77.40032958984375
2020-08-19,76.8505859375
2020-08-20,78.54996490478516
2020-08-21,78.48391723632812
2020-08-24,78.87027740478516
2020-08-25,79.86447143554688
2020-08-26,82.05745697021484
2020-08-27,81.16109466552734
2020-08-28,81.66166687011719
2020-08-31,81.15363311767578
2020-09-01,82.47113037109375
2020-09-02,85.82666778564453
2020-09-03,81.53404235839844
2020-09-04,79.01129913330078
2020-09-08,76.09873962402344
2020-09-09,77.31888580322266
2020-09-10,76.08036804199219
2020-09-11,75.51920318603516
2020-09-14,75.44767761230469
2020-09-15,76.54815673828125
2020-09-16,75.52813720703125
2020-09-17,74.26824951171875
2020-09-18,72.50333404541016
2020-09-21,71.0716323852539
2020-09-22,72.77498626708984
2020-09-23,70.2795639038086
2020-09-24,70.92910766601562
2020-09-25,71.75695037841797
2020-09-28,72.72830963134766
2020-09-29,72.96717071533203
2020-09-30,72.98057556152344
2020-10-01,73.99812316894531
2020-10-02,72.42536163330078
2020-10-05,73.7959976196289
2020-10-06,72.17805480957031
2020-10-07,72.51823425292969
2020-10-08,73.79153442382812
2020-10-09,75.2460708618164
2020-10-12,77.92424011230469
2020-10-13,78.04988098144531
2020-10-14,77.8711166381836
2020-10-15,77.42665100097656
2020-10-16,78.11592864990234
2020-10-19,76.20896911621094
2020-10-20,77.26774597167969
2020-10-21,79.12403869628906
2020-10-22,80.2175521850586
2020-10-23,81.4923324584961
2020-10-26,78.98200225830078
2020-10-27,79.66780853271484
2020-10-28,75.31559753417969
2020-10-29,77.82939910888672
2020-10-30,80.4996109008789
2020-11-02,80.74891662597656
2020-11-03,81.94969940185547
2020-11-04,86.86207580566406
2020-11-05,87.56924438476562
2020-11-06,87.4887924194336
2020-11-09,87.55086517333984
2020-11-10,86.42804718017578
2020-11-11,87.03985595703125
2020-11-12,86.89733123779297
2020-11-13,88.24711608886719
2020-11-16,88.46361541748047
2020-11-17,87.90595245361328
2020-11-18,86.74537658691406
2020-11-19,87.59654998779297
2020-11-20,86.51744079589844
2020-11-23,86.15342712402344
2020-11-24,87.84286499023438
2020-11-25,87.9695053100586
2020-11-27,89.05010986328125
2020-11-30,87.43863677978516
2020-12-01,89.29393768310547
2020-12-02,90.77629852294922
2020-12-03,90.71768951416016
2020-12-04,90.77826690673828
2020-12-07,90.35568237304688
2020-12-08,90.30948638916016
2020-12-09,88.60018157958984
2020-12-10,88.16316986083984
2020-12-11,88.48299407958984
2020-12-14,87.40485382080078
2020-12-15,87.78773498535156
2020-12-16,87.55086517333984
2020-12-17,86.80099487304688
2020-12-18,85.96224212646484
2020-12-21,86.37738800048828
2020-12-22,85.58930206298828
2020-12-23,86.0302734375
2020-12-24,86.35157012939453
2020-12-28,88.20092010498047
2020-12-29,87.33831787109375
2020-12-30,86.38484191894531
2020-12-31,86.99864959716797
2021-01-04,85.8246841430664
2021-01-05,86.4543685913086
2021-01-06,86.1747817993164
2021-01-07,88.75513458251953
2021-01-08,89.746337890625
2021-01-11,87.735595703125
2021-01-12,86.73395538330078
2021-01-13,87.12378692626953
2021-01-14,86.41761779785156
2021-01-15,86.219482421875
2021-01-19,88.93441009521484
2021-01-20,93.70376586914062
2021-01-21,93.91978454589844
2021-01-22,94.40644836425781
2021-01-25,94.32451629638672
2021-01-26,95.21044158935547
2021-01-27,90.91732025146484
2021-01-28,92.5223388671875
2021-01-29,91.16315460205078
2021-02-01,94.42134094238281
2021-02-02,95.720458984375
2021-02-03,102.80001831054688
2021-02-04,102.41763305664062
2021-02-05,104.18701171875
2021-02-08,103.93424224853516
2021-02-09,103.46744537353516
2021-02-10,104.05691528320312
2021-02-11,104.08224487304688
2021-02-12,104.49044799804688
2021-02-16,105.37389373779297
2021-02-17,105.69221496582031
2021-02-18,105.14048767089844
2021-02-19,104.34294891357422
2021-02-22,102.54228210449219
2021-02-23,102.83924865722656
2021-02-24,104.04647827148438
2021-02-25,100.8776626586914
2021-02-26,101.15079498291016
2021-03-01,103.36813354492188
2021-03-02,103.08655548095703
2021-03-03,100.6467514038086
2021-03-04,101.75814056396484
2021-03-05,104.71044158935547
2021-03-08,100.52061462402344
2021-03-09,101.93741607666016
2021-03-10,102.0531234741211
2021-03-11,105.01982116699219
2021-03-12,102.3952865600586
2021-03-15,102.62222290039062
2021-03-16,103.91488647460938
2021-03-17,103.84337615966797
2021-03-18,101.11901092529297
2021-03-19,101.46563720703125
2021-03-22,101.23670196533203
2021-03-23,101.95033264160156
2021-03-24,101.55801391601562
2021-03-25,101.52325439453125
2021-03-26,101.08573913574219
2021-03-29,102.09880828857422
2021-03-30,102.07844543457031
2021-03-31,102.72850799560547
2021-04-01,106.16100311279297
2021-04-05,110.52117156982422
2021-04-06,110.48145294189453
2021-04-07,111.719482421875
2021-04-08,112.50211334228516
2021-04-09,113.51717376708984
2021-04-12,111.9732437133789
2021-04-13,112.59300231933594
2021-04-14,111.9757080078125
2021-04-15,114.0525131225586
2021-04-16,114.10713958740234
2021-04-19,114.33755493164062
2021-04-20,113.90204620361328
2021-04-21,113.88516235351562
2021-04-22,112.62528228759766
2021-04-23,114.97816467285156
2021-04-26,115.54627990722656
2021-04-27,114.57195281982422
2021-04-28,118.18671417236328
2021-04-29,120.6687240600586
2021-04-30,119.68694305419922
2021-05-03,118.94452667236328
2021-05-04,116.91244506835938
2021-05-05,117.03608703613281
2021-05-06,118.25823211669922
2021-05-07,119.11933898925781
2021-05-10,116.28721618652344
2021-05-11,114.65341186523438
2021-05-12,111.19308471679688
2021-05-13,112.32980346679688
2021-05-14,115.02088928222656
2021-05-17,115.28160858154297
2021-05-18,114.38871002197266
2021-05-19,114.65090942382812
2021-05-20,117.0038070678711
2021-05-21,116.45804595947266
2021-05-24,119.51563262939453
2021-05-25,119.63481140136719
2021-05-26,120.8494873046875
2021-05-27,119.30904388427734
2021-05-28,119.75845336914062
2021-06-01,120.66475677490234
2021-06-02,120.24115753173828
2021-06-03,119.413330078125
2021-06-04,121.75479888916016
2021-06-07,122.46642303466797
2021-06-08,123.29873657226562
2021-06-09,123.72333526611328
2021-06-10,125.22306060791016
2021-06-11,124.8421630859375
2021-06-14,125.49321746826172
2021-06-15,125.17637634277344
2021-06-16,124.8421630859375
2021-06-17,125.51209259033203
2021-06-18,124.71404266357422
2021-06-21,125.59552764892578
2021-06-22,126.13631439208984
2021-06-23,125.60198974609375
2021-06-24,126.41688537597656
2021-06-25,126.13185119628906
2021-06-28,125.9575424194336
2021-06-29,125.1619873046875
2021-06-30,124.46426391601562
2021-07-01,125.50960540771484
2021-07-02,127.84412384033203
2021-07-06,128.88897705078125
2021-07-07,129.19338989257812
2021-07-08,128.29901123046875
2021-07-09,128.69381713867188
2021-07-12,129.6765899658203
2021-07-13,130.1041717529297
2021-07-14,131.18478393554688
2021-07-15,130.37429809570312
2021-07-16,130.9493865966797
2021-07-19,128.37548828125
2021-07-20,130.21043395996094
2021-07-21,131.69923400878906
2021-07-22,132.42230224609375
2021-07-23,136.8792724609375
2021-07-26,138.6953582763672
2021-07-27,135.86672973632812
2021-07-28,135.45455932617188
2021-07-29,135.6124725341797
2021-07-30,134.30194091796875
2021-08-02,135.06520080566406
2021-08-03,135.35374450683594
2021-08-04,135.1039581298828
2021-08-05,136.00926208496094
2021-08-06,136.10458374023438
2021-08-09,137.0640411376953
2021-08-10,137.1578826904297
2021-08-11,136.75364685058594
2021-08-12,137.4488983154297
2021-08-13,137.46530151367188
2021-08-16,137.97181701660156
2021-08-17,136.3673095703125
2021-08-18,135.6417694091797
2021-08-19,135.98294067382812
2021-08-20,137.49607849121094
2021-08-23,140.14048767089844
2021-08-24,141.43064880371094
2021-08-25,141.97840881347656
2021-08-26,141.15701293945312
2021-08-27,143.5680389404297
2021-08-30,144.4807891845703
2021-08-31,144.47332763671875
2021-09-01,144.85072326660156
2021-09-02,143.23875427246094
2021-09-03,143.79100036621094
2021-09-07,144.52993774414062
2021-09-08,143.8987579345703
2021-09-09,143.92855834960938
2021-09-10,140.95639038085938
2021-09-13,142.48988342285156
2021-09-14,142.43130493164062
2021-09-15,144.21905517578125
