Date,JNJ
2018-11-05,116.81086730957031
2018-11-06,117.11479949951172
2018-11-07,118.90559387207031
2018-11-08,119.35740661621094
2018-11-09,119.39024353027344
2018-11-12,119.62025451660156
2018-11-13,118.84807586669922
2018-11-14,118.49486541748047
2018-11-15,118.7001953125
2018-11-16,119.9242172241211
2018-11-19,121.3534927368164
2018-11-20,120.30206298828125
2018-11-21,116.63838195800781
2018-11-23,116.83551788330078
2018-11-26,116.86858367919922
2018-11-27,118.39795684814453
2018-11-28,121.05989074707031
2018-11-29,120.57217407226562
2018-11-30,121.44017028808594
2018-12-03,120.8697280883789
2018-12-04,120.72097778320312
2018-12-06,120.62177276611328
2018-12-07,120.22490692138672
2018-12-10,120.08439636230469
2018-12-11,121.1094970703125
2018-12-12,121.60549926757812
2018-12-13,122.21726989746094
2018-12-14,109.94922637939453
2018-12-17,106.7582015991211
2018-12-18,107.81636810302734
2018-12-19,105.4933853149414
2018-12-20,106.03900909423828
2018-12-21,105.89019012451172
2018-12-24,101.55008697509766
2018-12-26,104.7493667602539
2018-12-27,105.32805633544922
2018-12-28,105.21234130859375
2018-12-31,106.68379974365234
2019-01-02,105.60913848876953
2019-01-03,103.93096160888672
2019-01-04,105.67525482177734
2019-01-07,104.99737548828125
2019-01-08,107.43611145019531
2019-01-09,106.58462524414062
2019-01-10,107.22943115234375
2019-01-11,107.26250457763672
2019-01-14,106.04727935791016
2019-01-15,106.94009399414062
2019-01-16,105.84886169433594
2019-01-17,106.71688079833984
2019-01-18,108.03959655761719
2019-01-22,106.47713470458984
2019-01-23,106.47713470458984
2019-01-24,105.01390838623047
2019-01-25,106.00593566894531
2019-01-28,106.63420104980469
2019-01-29,107.74198913574219
2019-01-30,108.82493591308594
2019-01-31,110.01538848876953
2019-02-01,110.9412612915039
2019-02-04,109.85002899169922
2019-02-05,109.85002899169922
2019-02-06,109.94922637939453
2019-02-07,109.16389465332031
2019-02-08,109.45323181152344
2019-02-11,109.12254333496094
2019-02-12,110.90818786621094
2019-02-13,111.14791870117188
2019-02-14,111.03218841552734
2019-02-15,112.7434310913086
2019-02-19,112.17301940917969
2019-02-20,112.71864318847656
2019-02-21,111.94981384277344
2019-02-22,112.92528533935547
2019-02-25,113.34137725830078
2019-02-26,113.26651000976562
2019-02-27,113.06675720214844
2019-02-28,113.70755767822266
2019-03-01,115.13056945800781
2019-03-04,115.23870849609375
2019-03-05,115.48006439208984
2019-03-06,115.74639129638672
2019-03-07,115.03904724121094
2019-03-08,114.88922882080078
2019-03-11,115.30530548095703
2019-03-12,115.8212661743164
2019-03-13,116.01264190673828
2019-03-14,114.8559341430664
2019-03-15,114.50642395019531
2019-03-18,114.1485824584961
2019-03-19,115.20543670654297
2019-03-20,114.24845886230469
2019-03-21,114.92249298095703
2019-03-22,113.9322280883789
2019-03-25,113.68257141113281
2019-03-26,115.31364440917969
2019-03-27,115.42179107666016
2019-03-28,115.57160186767578
2019-03-29,116.3288803100586
2019-04-01,115.65479278564453
2019-04-02,114.59796905517578
2019-04-03,114.1485824584961
2019-04-04,112.817138671875
2019-04-05,113.32473754882812
2019-04-08,113.29144287109375
2019-04-09,112.817138671875
2019-04-10,112.825439453125
2019-04-11,112.51753234863281
2019-04-12,113.1583251953125
2019-04-15,113.60769653320312
2019-04-16,114.8559341430664
2019-04-17,115.27201080322266
2019-04-18,114.4398422241211
2019-04-22,114.69782257080078
2019-04-23,116.42036437988281
2019-04-24,115.83790588378906
2019-04-25,116.21240234375
2019-04-26,116.82817840576172
2019-04-29,116.37047576904297
2019-04-30,117.5022201538086
2019-05-01,118.12635040283203
2019-05-02,117.56879425048828
2019-05-03,118.17628479003906
2019-05-06,118.24287414550781
2019-05-07,116.47867584228516
2019-05-08,116.3288803100586
2019-05-09,115.44679260253906
2019-05-10,115.71305847167969
2019-05-13,114.17356872558594
2019-05-14,113.85735321044922
2019-05-15,113.9322280883789
2019-05-16,115.0140380859375
2019-05-17,115.346923828125
2019-05-20,115.18878173828125
2019-05-21,114.93916320800781
2019-05-22,115.47173309326172
2019-05-23,116.3288803100586
2019-05-24,116.33726501464844
2019-05-28,114.84585571289062
2019-05-29,110.03651428222656
2019-05-30,110.6900405883789
2019-05-31,109.88569641113281
2019-06-03,110.12869262695312
2019-06-04,112.0473861694336
2019-06-05,112.59200286865234
2019-06-06,114.51905822753906
2019-06-07,116.08590698242188
2019-06-10,116.47970581054688
2019-06-11,117.11647033691406
2019-06-12,118.70838165283203
2019-06-13,117.89568328857422
2019-06-14,117.37617492675781
2019-06-17,116.8315658569336
2019-06-18,117.49351501464844
2019-06-19,117.67781829833984
2019-06-20,119.15248107910156
2019-06-21,119.05194091796875
2019-06-24,119.86466217041016
2019-06-25,120.85334777832031
2019-06-26,118.85084533691406
2019-06-27,117.87895202636719
2019-06-28,116.69754791259766
2019-07-01,116.76453399658203
2019-07-02,117.32592010498047
2019-07-03,119.09378814697266
2019-07-05,117.77838134765625
2019-07-08,118.11351013183594
2019-07-09,118.482177734375
2019-07-10,118.31459045410156
2019-07-11,117.39297485351562
2019-07-12,112.52497863769531
2019-07-15,112.86849975585938
2019-07-16,111.01683044433594
2019-07-17,110.48060607910156
2019-07-18,110.65653228759766
2019-07-19,109.18190002441406
2019-07-22,107.78266906738281
2019-07-23,107.9502182006836
2019-07-24,108.73783111572266
2019-07-25,109.86054992675781
2019-07-26,109.53379821777344
2019-07-29,111.45250701904297
2019-07-30,110.66490936279297
2019-07-31,109.10649108886719
2019-08-01,109.1651382446289
2019-08-02,109.81869506835938
2019-08-05,109.05621337890625
2019-08-06,109.56732177734375
2019-08-07,109.0981216430664
2019-08-08,110.32977294921875
2019-08-09,110.63138580322266
2019-08-12,110.53923034667969
2019-08-13,111.78764343261719
2019-08-14,109.14000701904297
2019-08-15,109.37459564208984
2019-08-16,110.06165313720703
2019-08-19,110.807373046875
2019-08-20,109.42489624023438
2019-08-21,110.20406341552734
2019-08-22,109.98623657226562
2019-08-23,107.02021026611328
2019-08-26,107.88124084472656
2019-08-27,109.43447875976562
2019-08-28,108.62405395507812
2019-08-29,108.2526626586914
2019-08-30,108.35395050048828
2019-09-03,108.67472839355469
2019-09-04,108.7760238647461
2019-09-05,108.53966522216797
2019-09-06,108.22734069824219
2019-09-09,107.16372680664062
2019-09-10,109.3584976196289
2019-09-11,110.72599792480469
2019-09-12,110.10132598876953
2019-09-13,110.39678955078125
2019-09-16,109.35005187988281
2019-09-17,109.45979309082031
2019-09-18,110.0844497680664
2019-09-19,109.83120727539062
2019-09-20,111.13115692138672
2019-09-23,111.20716094970703
2019-09-24,111.04676818847656
2019-09-25,110.57406616210938
2019-09-26,108.7676010131836
2019-09-27,108.55655670166016
2019-09-30,109.21495819091797
2019-10-01,109.72990417480469
2019-10-02,111.42662811279297
2019-10-03,110.74287414550781
2019-10-04,112.82793426513672
2019-10-07,112.40583801269531
2019-10-08,111.29157257080078
2019-10-09,109.07991790771484
2019-10-10,108.94483947753906
2019-10-11,110.86104583740234
2019-10-14,110.34614562988281
2019-10-15,112.13568878173828
2019-10-16,114.10255432128906
2019-10-17,114.94672393798828
2019-10-18,107.79682922363281
2019-10-21,108.06694030761719
2019-10-22,109.06302642822266
2019-10-23,109.65392303466797
2019-10-24,107.62798309326172
2019-10-25,108.34550476074219
2019-10-28,109.04615783691406
2019-10-29,108.99549865722656
2019-10-30,112.13568878173828
2019-10-31,111.46038818359375
2019-11-01,110.75130462646484
2019-11-04,109.93250274658203
2019-11-05,110.09290313720703
2019-11-06,110.54875183105469
2019-11-07,110.9454574584961
2019-11-08,112.2707748413086
2019-11-11,111.40972900390625
2019-11-12,110.8779525756836
2019-11-13,110.8104019165039
2019-11-14,110.54875183105469
2019-11-15,113.90840911865234
2019-11-18,113.81554412841797
2019-11-19,113.80712127685547
2019-11-20,114.75254821777344
2019-11-21,115.17463684082031
2019-11-22,116.55059051513672
2019-11-25,116.6015625
2019-11-26,116.59307098388672
2019-11-27,117.08607482910156
2019-11-29,116.86505889892578
2019-12-02,116.75455474853516
2019-12-03,116.58456420898438
2019-12-04,118.47156524658203
2019-12-05,118.62452697753906
2019-12-06,119.321533203125
2019-12-09,119.42353820800781
2019-12-10,118.99004364013672
2019-12-11,119.8315200805664
2019-12-12,120.13752746582031
2019-12-13,120.17152404785156
2019-12-16,120.51998901367188
2019-12-17,122.02448272705078
2019-12-18,121.71001434326172
2019-12-19,123.54600524902344
2019-12-20,124.14945220947266
2019-12-23,124.47247314453125
2019-12-24,124.03898620605469
2019-12-26,123.9540023803711
2019-12-27,123.88597869873047
2019-12-30,123.50350189208984
2019-12-31,123.98797607421875
2020-01-02,124.0729751586914
2020-01-03,122.6364974975586
2020-01-06,122.48348999023438
2020-01-07,123.2314682006836
2020-01-08,123.21451568603516
2020-01-09,123.58001708984375
2020-01-10,123.29946899414062
2020-01-13,123.84345245361328
2020-01-14,124.54049682617188
2020-01-15,124.95698547363281
2020-01-16,125.96842956542969
2020-01-17,126.79296875
2020-01-21,126.87796783447266
2020-01-22,126.01094055175781
2020-01-23,126.24894714355469
2020-01-24,126.07044219970703
2020-01-27,126.4359130859375
2020-01-28,127.0734634399414
2020-01-29,127.95746612548828
2020-01-30,127.80445861816406
2020-01-31,126.53795623779297
2020-02-03,127.64293670654297
2020-02-04,128.85842895507812
2020-02-05,130.889892578125
2020-02-06,130.49887084960938
2020-02-07,129.1049346923828
2020-02-10,129.0794219970703
2020-02-11,129.18992614746094
2020-02-12,128.4249267578125
2020-02-13,127.5749282836914
2020-02-14,127.60892486572266
2020-02-18,126.76741790771484
2020-02-19,126.59744262695312
2020-02-20,126.11290740966797
2020-02-21,127.43895721435547
2020-02-24,124.81283569335938
2020-02-25,123.7350082397461
2020-02-26,122.90525817871094
2020-02-27,119.00460052490234
2020-02-28,115.03548431396484
2020-03-02,119.77447509765625
2020-03-03,115.98500061035156
2020-03-04,122.73417663574219
2020-03-05,121.47671508789062
2020-03-06,121.49386596679688
2020-03-09,116.71212005615234
2020-03-10,121.16020965576172
2020-03-11,112.74301147460938
2020-03-12,107.27693939208984
2020-03-13,114.87295532226562
2020-03-16,108.74821472167969
2020-03-17,116.84040069580078
2020-03-18,115.44610595703125
2020-03-19,108.67977905273438
2020-03-20,102.55506134033203
2020-03-23,95.07023620605469
2020-03-24,101.94772338867188
2020-03-25,102.13591003417969
2020-03-26,108.26920318603516
2020-03-27,105.35226440429688
2020-03-30,113.77800750732422
2020-03-31,112.16986846923828
2020-04-01,110.18531799316406
2020-04-02,113.89778137207031
2020-04-03,114.77027130126953
2020-04-06,119.55206298828125
2020-04-07,117.6017074584961
2020-04-08,122.54595947265625
2020-04-09,120.80948638916016
2020-04-13,119.56063079833984
2020-04-14,124.91547393798828
2020-04-15,126.30982208251953
2020-04-16,128.02915954589844
2020-04-17,130.03936767578125
2020-04-20,129.73997497558594
2020-04-21,128.03770446777344
2020-04-22,130.86912536621094
2020-04-23,133.0247344970703
2020-04-24,132.46873474121094
2020-04-27,131.9811553955078
2020-04-28,129.50047302246094
2020-04-29,128.5167694091797
2020-04-30,128.34564208984375
2020-05-01,126.84871673583984
2020-05-04,126.83158111572266
2020-05-05,127.8837661743164
2020-05-06,126.66907501220703
2020-05-07,126.24990844726562
2020-05-08,127.199462890625
2020-05-11,127.55013275146484
2020-05-12,125.8649673461914
2020-05-13,125.85643005371094
2020-05-14,126.29270935058594
2020-05-15,128.68785095214844
2020-05-18,128.75625610351562
2020-05-19,127.4731674194336
2020-05-20,126.32685852050781
2020-05-21,125.49715423583984
2020-05-22,124.35157012939453
2020-05-26,124.51522064208984
2020-05-27,124.79947662353516
2020-05-28,126.59107208251953
2020-05-29,128.1242218017578
2020-06-01,126.78056335449219
2020-06-02,127.69358825683594
2020-06-03,128.03810119628906
2020-06-04,126.38433837890625
2020-06-05,126.87532806396484
2020-06-08,126.41876983642578
2020-06-09,125.72110748291016
2020-06-10,127.30596160888672
2020-06-11,121.33689880371094
2020-06-12,122.43942260742188
2020-06-15,121.6641845703125
2020-06-16,124.4291000366211
2020-06-17,124.05010986328125
2020-06-18,123.5246810913086
2020-06-19,123.88646697998047
2020-06-22,123.50747680664062
2020-06-23,123.05097961425781
2020-06-24,120.4324722290039
2020-06-25,120.30326843261719
2020-06-26,118.70120239257812
2020-06-29,119.76061248779297
2020-06-30,121.13020324707031
2020-07-01,120.91480255126953
2020-07-02,121.42303466796875
2020-07-06,123.15431213378906
2020-07-07,123.0423583984375
2020-07-08,123.40412139892578
2020-07-09,122.73228454589844
2020-07-10,122.62889099121094
2020-07-13,125.07510375976562
2020-07-14,127.40936279296875
2020-07-15,127.70220184326172
2020-07-16,128.554931640625
2020-07-17,128.6410675048828
2020-07-20,128.85635375976562
2020-07-21,128.97695922851562
2020-07-22,129.20953369140625
2020-07-23,128.86502075195312
2020-07-24,127.58158874511719
2020-07-27,126.77192687988281
2020-07-28,126.4704818725586
2020-07-29,126.22066497802734
2020-07-30,126.47908020019531
2020-07-31,125.54883575439453
2020-08-03,126.91834259033203
2020-08-04,126.80642700195312
2020-08-05,127.82278442382812
2020-08-06,127.09064483642578
2020-08-07,127.99504089355469
2020-08-10,127.50408172607422
2020-08-11,126.59107208251953
2020-08-12,128.90809631347656
2020-08-13,127.47822570800781
2020-08-14,127.68494415283203
2020-08-17,128.3309783935547
2020-08-18,129.27847290039062
2020-08-19,129.53683471679688
2020-08-20,130.4240264892578
2020-08-21,131.57821655273438
2020-08-24,131.92501831054688
2020-08-25,131.84701538085938
2020-08-26,132.0550994873047
2020-08-27,132.6447296142578
2020-08-28,133.21694946289062
2020-08-31,133.01754760742188
2020-09-01,131.3787841796875
2020-09-02,133.38172912597656
2020-09-03,129.67063903808594
2020-09-04,128.83828735351562
2020-09-08,127.6850357055664
2020-09-09,129.80075073242188
2020-09-10,127.3816146850586
2020-09-11,128.13592529296875
2020-09-14,128.6301727294922
2020-09-15,129.09841918945312
2020-09-16,128.6735382080078
2020-09-17,127.60701751708984
2020-09-18,129.34982299804688
2020-09-21,125.81219482421875
2020-09-22,125.04049682617188
2020-09-23,125.23990631103516
2020-09-24,125.43934631347656
2020-09-25,126.29776000976562
2020-09-28,127.55500030517578
2020-09-29,127.51163482666016
2020-09-30,129.08973693847656
2020-10-01,127.73707580566406
2020-10-02,126.8006820678711
2020-10-05,128.526123046875
2020-10-06,126.8179931640625
2020-10-07,128.22265625
2020-10-08,129.09841918945312
2020-10-09,130.90191650390625
2020-10-12,131.65625
2020-10-13,128.63882446289062
2020-10-14,128.41339111328125
2020-10-15,127.62438201904297
2020-10-16,128.41339111328125
2020-10-19,125.13584899902344
2020-10-20,125.33531188964844
2020-10-21,124.79769134521484
2020-10-22,125.79483795166016
2020-10-23,125.93360137939453
2020-10-26,124.83236694335938
2020-10-27,124.12139129638672
2020-10-28,119.96814727783203
2020-10-29,118.95365905761719
2020-10-30,118.8843002319336
2020-11-02,120.25424194335938
2020-11-03,120.0895004272461
2020-11-04,120.869873046875
2020-11-05,121.18201446533203
2020-11-06,123.34103393554688
2020-11-09,126.66191101074219
2020-11-10,128.5695037841797
2020-11-11,128.1532745361328
2020-11-12,128.58682250976562
2020-11-13,129.97413635253906
2020-11-16,130.7978515625
2020-11-17,129.49725341796875
2020-11-18,127.7804183959961
2020-11-19,127.58099365234375
2020-11-20,126.90472412109375
2020-11-23,125.61250305175781
2020-11-24,125.61250305175781
2020-11-25,125.44660186767578
2020-11-27,125.72599029541016
2020-11-30,126.31974029541016
2020-12-01,128.7382354736328
2020-12-02,129.34063720703125
2020-12-03,130.09152221679688
2020-12-04,131.20030212402344
2020-12-07,130.0653076171875
2020-12-08,132.31787109375
2020-12-09,133.6711883544922
2020-12-10,132.9290771484375
2020-12-11,133.5402374267578
2020-12-14,130.1526336669922
2020-12-15,131.4622802734375
2020-12-16,130.67645263671875
2020-12-17,134.1251983642578
2020-12-18,134.90225219726562
2020-12-21,133.60133361816406
2020-12-22,133.3394317626953
2020-12-23,132.65841674804688
2020-12-24,133.12115478515625
2020-12-28,133.7498016357422
2020-12-29,134.57919311523438
2020-12-30,136.24681091308594
2020-12-31,137.4080352783203
2021-01-04,136.6396942138672
2021-01-05,138.24624633789062
2021-01-06,139.54714965820312
2021-01-07,140.01861572265625
2021-01-08,139.7305145263672
2021-01-11,139.1455078125
2021-01-12,138.0628662109375
2021-01-13,137.85336303710938
2021-01-14,140.26307678222656
2021-01-15,139.95748901367188
2021-01-19,142.12277221679688
2021-01-20,141.77354431152344
2021-01-21,141.2060546875
2021-01-22,142.7950439453125
2021-01-25,144.91671752929688
2021-01-26,148.84561157226562
2021-01-27,146.57559204101562
2021-01-28,147.6931610107422
2021-01-29,142.42835998535156
2021-02-01,142.06166076660156
2021-02-02,140.7869415283203
2021-02-03,140.1321258544922
2021-02-04,141.43304443359375
2021-02-05,143.58087158203125
2021-02-08,143.99118041992188
2021-02-09,145.169921875
2021-02-10,145.64138793945312
2021-02-11,144.98655700683594
2021-02-12,145.44053649902344
2021-02-16,144.12220764160156
2021-02-17,144.63729858398438
2021-02-18,144.70718383789062
2021-02-19,142.29739379882812
2021-02-22,142.2095489501953
2021-02-23,140.9532470703125
2021-02-24,142.8420867919922
2021-02-25,142.991455078125
2021-02-26,139.2137451171875
2021-03-01,139.9692840576172
2021-03-02,139.70574951171875
2021-03-03,137.2457733154297
2021-03-04,134.47840881347656
2021-03-05,137.14035034179688
2021-03-08,138.282470703125
2021-03-09,138.5460205078125
2021-03-10,139.81991577148438
2021-03-11,139.81109619140625
2021-03-12,140.2152862548828
2021-03-15,140.9357147216797
2021-03-16,141.7703094482422
2021-03-17,141.24317932128906
2021-03-18,140.9795684814453
2021-03-19,140.60182189941406
2021-03-22,141.0059356689453
2021-03-23,140.87416076660156
2021-03-24,142.2446746826172
2021-03-25,142.2974090576172
2021-03-26,144.89788818359375
2021-03-29,145.87307739257812
2021-03-30,144.96820068359375
2021-03-31,144.38832092285156
2021-04-01,143.052978515625
2021-04-05,143.580078125
2021-04-06,143.54495239257812
2021-04-07,143.7382049560547
2021-04-08,143.17591857910156
2021-04-09,141.66485595703125
2021-04-12,142.0074920654297
2021-04-13,140.10980224609375
2021-04-14,140.49636840820312
2021-04-15,140.90931701660156
2021-04-16,142.53465270996094
2021-04-19,142.92994689941406
2021-04-20,146.25962829589844
2021-04-21,146.3562774658203
2021-04-22,145.1175079345703
2021-04-23,145.4162139892578
2021-04-26,144.186279296875
2021-04-27,143.3604278564453
2021-04-28,142.30621337890625
2021-04-29,144.2565460205078
2021-04-30,142.96507263183594
2021-05-03,145.1439208984375
2021-05-04,147.3929443359375
2021-05-05,146.77798461914062
2021-05-06,147.3666229248047
2021-05-07,148.03427124023438
2021-05-10,149.58929443359375
2021-05-11,148.36813354492188
2021-05-12,147.77072143554688
2021-05-13,149.3169708251953
2021-05-14,149.54537963867188
2021-05-17,149.69471740722656
2021-05-18,149.74745178222656
2021-05-19,149.42237854003906
2021-05-20,150.29214477539062
2021-05-21,150.1954803466797
2021-05-24,150.7700958251953
2021-05-25,150.3546142578125
2021-05-26,149.46177673339844
2021-05-27,149.23190307617188
2021-05-28,149.62086486816406
2021-06-01,146.33230590820312
2021-06-02,146.92462158203125
2021-06-03,146.78317260742188
2021-06-04,146.72128295898438
2021-06-07,145.7223358154297
2021-06-08,144.44049072265625
2021-06-09,146.38536071777344
2021-06-10,147.70254516601562
2021-06-11,145.82839965820312
2021-06-14,146.19085693359375
2021-06-15,145.41293334960938
2021-06-16,145.35986328125
2021-06-17,146.05825805664062
2021-06-18,143.19406127929688
2021-06-21,144.8383026123047
2021-06-22,144.64381408691406
2021-06-23,143.76864624023438
2021-06-24,144.42279052734375
2021-06-25,145.16537475585938
2021-06-28,144.99745178222656
2021-06-29,145.00625610351562
2021-06-30,145.63394165039062
2021-07-01,146.7124481201172
2021-07-02,149.38218688964844
2021-07-06,148.48934936523438
2021-07-07,149.76231384277344
2021-07-08,149.47061157226562
2021-07-09,150.06288146972656
2021-07-12,149.82420349121094
2021-07-13,149.63856506347656
2021-07-14,150.65518188476562
2021-07-15,148.84291076660156
2021-07-16,148.60426330566406
2021-07-19,147.52574157714844
2021-07-20,148.91363525390625
2021-07-21,149.8330535888672
2021-07-22,150.26622009277344
2021-07-23,151.86627197265625
2021-07-26,151.93704223632812
2021-07-27,152.6353759765625
2021-07-28,152.2110595703125
2021-07-29,152.2110595703125
2021-07-30,152.22872924804688
2021-08-02,152.2906036376953
2021-08-03,154.1647186279297
2021-08-04,153.25424194335938
2021-08-05,153.54592895507812
2021-08-06,153.033203125
2021-08-09,153.5636444091797
2021-08-10,153.61666870117188
2021-08-11,153.6431884765625
2021-08-12,154.88082885742188
2021-08-13,155.8090362548828
2021-08-16,157.2146453857422
2021-08-17,158.65560913085938
2021-08-18,156.64002990722656
2021-08-19,157.85997009277344
2021-08-20,158.62908935546875
2021-08-23,157.94435119628906
2021-08-24,155.97010803222656
2021-08-25,154.93856811523438
2021-08-26,154.11154174804688
2021-08-27,153.7825164794922
2021-08-30,154.43167114257812
2021-08-31,153.96035766601562
2021-09-01,154.50282287597656
2021-09-02,155.56103515625
2021-09-03,155.65887451171875
2021-09-07,153.24008178710938
2021-09-08,152.8665313720703
2021-09-09,149.46060180664062
2021-09-10,148.48243713378906
2021-09-13,147.4419708251953
2021-09-14,146.55270385742188
2021-09-15,147.10403442382812
2021-09-16,146.92617797851562
