Date,META
2018-09-28,163.56268310546875
2018-10-01,161.5537109375
2018-10-02,158.46067810058594
2018-10-03,161.5437469482422
2018-10-04,157.98330688476562
2018-10-05,156.47158813476562
2018-10-08,156.3920135498047
2018-10-09,157.03848266601562
2018-10-10,150.55404663085938
2018-10-11,152.51332092285156
2018-10-12,152.9011993408203
2018-10-15,152.68238830566406
2018-10-16,157.91368103027344
2018-10-17,158.55018615722656
2018-10-18,154.07473754882812
2018-10-19,153.20948791503906
2018-10-22,153.93548583984375
2018-10-23,153.54763793945312
2018-10-24,145.24317932128906
2018-10-25,150.12640380859375
2018-10-26,144.5768280029297
2018-10-29,141.31472778320312
2018-10-30,145.42218017578125
2018-10-31,150.96180725097656
2018-11-01,150.92202758789062
2018-11-02,149.52969360351562
2018-11-05,147.86878967285156
2018-11-06,149.12188720703125
2018-11-07,150.70323181152344
2018-11-08,147.06320190429688
2018-11-09,144.16908264160156
2018-11-12,140.7777099609375
2018-11-13,141.3843536376953
2018-11-14,143.43310546875
2018-11-15,143.06512451171875
2018-11-16,138.76870727539062
2018-11-19,130.83224487304688
2018-11-20,131.70742797851562
2018-11-21,134.08441162109375
2018-11-23,131.01124572753906
2018-11-26,135.63589477539062
2018-11-27,134.26341247558594
2018-11-28,136.01380920410156
2018-11-29,137.92333984375
2018-11-30,139.8428192138672
2018-12-03,140.3201904296875
2018-12-04,137.17742919921875
2018-12-06,138.86817932128906
2018-12-07,136.6702117919922
2018-12-10,141.0760498046875
2018-12-11,141.3048095703125
2018-12-12,143.71157836914062
2018-12-13,144.2187957763672
2018-12-14,143.2739715576172
2018-12-17,139.42510986328125
2018-12-18,142.8761749267578
2018-12-19,132.51303100585938
2018-12-20,132.67213439941406
2018-12-21,124.26824951171875
2018-12-24,123.38310241699219
2018-12-26,133.44789123535156
2018-12-27,133.78604125976562
2018-12-28,132.47325134277344
2018-12-31,130.374755859375
2019-01-02,134.939697265625
2019-01-03,131.02120971679688
2019-01-04,137.1973114013672
2019-01-07,137.29676818847656
2019-01-08,141.75234985351562
2019-01-09,143.44305419921875
2019-01-10,143.41322326660156
2019-01-11,143.01539611816406
2019-01-14,144.59674072265625
2019-01-15,148.13731384277344
2019-01-16,146.73500061035156
2019-01-17,147.49087524414062
2019-01-18,149.2213592529297
2019-01-22,146.76483154296875
2019-01-23,143.5126953125
2019-01-24,145.03433227539062
2019-01-25,148.1969757080078
2019-01-28,146.66539001464844
2019-01-29,143.40325927734375
2019-01-30,149.59927368164062
2019-01-31,165.78048706054688
2019-02-01,164.8058624267578
2019-02-04,168.3265380859375
2019-02-05,170.22613525390625
2019-02-06,169.55978393554688
2019-02-07,165.47222900390625
2019-02-08,166.4170379638672
2019-02-11,164.8854217529297
2019-02-12,164.13951110839844
2019-02-13,163.17483520507812
2019-02-14,163.05548095703125
2019-02-15,161.61338806152344
2019-02-19,161.40451049804688
2019-02-20,161.6730499267578
2019-02-21,159.1667938232422
2019-02-22,161.00669860839844
2019-02-25,163.72181701660156
2019-02-26,163.23448181152344
2019-02-27,161.92169189453125
2019-02-28,160.56910705566406
2019-03-01,161.39459228515625
2019-03-04,166.45680236816406
2019-03-05,170.32557678222656
2019-03-06,171.56874084472656
2019-03-07,168.2072296142578
2019-03-08,168.67462158203125
2019-03-11,171.1311798095703
2019-03-12,170.98199462890625
2019-03-13,172.42405700683594
2019-03-14,169.2415313720703
2019-03-15,165.0743865966797
2019-03-18,159.59446716308594
2019-03-19,160.68844604492188
2019-03-20,164.53733825683594
2019-03-21,165.17384338378906
2019-03-22,163.4433135986328
2019-03-25,165.38272094726562
2019-03-26,166.76510620117188
2019-03-27,164.96499633789062
2019-03-28,164.64675903320312
2019-03-29,165.78048706054688
2019-04-01,167.77955627441406
2019-04-02,173.24952697753906
2019-04-03,172.59312438964844
2019-04-04,175.0596160888672
2019-04-05,174.76124572753906
2019-04-08,173.97555541992188
2019-04-09,176.61109924316406
2019-04-10,176.8498077392578
2019-04-11,176.54147338867188
2019-04-12,178.12283325195312
2019-04-15,178.6697998046875
2019-04-16,177.89405822753906
2019-04-17,177.8045654296875
2019-04-18,177.3072967529297
2019-04-22,180.45005798339844
2019-04-23,182.7772979736328
2019-04-24,181.5838165283203
2019-04-25,192.20553588867188
2019-04-26,190.44520568847656
2019-04-29,193.71726989746094
2019-04-30,192.3448028564453
2019-05-01,191.97679138183594
2019-05-02,191.47952270507812
2019-05-03,194.40350341796875
2019-05-06,192.82217407226562
2019-05-07,188.73458862304688
2019-05-08,188.50582885742188
2019-05-09,187.62069702148438
2019-05-10,187.31239318847656
2019-05-13,180.54949951171875
2019-05-14,179.74391174316406
2019-05-15,185.25369262695312
2019-05-16,185.96974182128906
2019-05-17,184.28897094726562
2019-05-20,181.72305297851562
2019-05-21,183.8115997314453
2019-05-22,184.30885314941406
2019-05-23,179.88316345214844
2019-05-24,180.07211303710938
2019-05-28,183.30438232421875
2019-05-29,181.19593811035156
2019-05-30,182.011474609375
2019-05-31,176.50169372558594
2019-06-03,163.25436401367188
2019-06-04,166.5861053466797
2019-06-05,167.25241088867188
2019-06-06,167.41156005859375
2019-06-07,172.40419006347656
2019-06-10,173.8661651611328
2019-06-11,177.12828063964844
2019-06-12,174.08494567871094
2019-06-13,176.50169372558594
2019-06-14,180.3406524658203
2019-06-17,187.97872924804688
2019-06-18,187.44168090820312
2019-06-19,186.45709228515625
2019-06-20,188.4958953857422
2019-06-21,190.09710693359375
2019-06-24,191.5491485595703
2019-06-25,187.80967712402344
2019-06-26,186.63609313964844
2019-06-27,188.46604919433594
2019-06-28,191.94696044921875
2019-07-01,191.94696044921875
2019-07-02,193.93605041503906
2019-07-03,196.12403869628906
2019-07-05,195.32839965820312
2019-07-08,194.69190979003906
2019-07-09,198.12307739257812
2019-07-10,201.62387084960938
2019-07-11,200.13206481933594
2019-07-12,203.75221252441406
2019-07-15,202.79742431640625
2019-07-16,202.72781372070312
2019-07-17,200.69895935058594
2019-07-18,199.68450927734375
2019-07-19,197.27772521972656
2019-07-22,201.21612548828125
2019-07-23,201.25588989257812
2019-07-24,203.5433349609375
2019-07-25,199.61489868164062
2019-07-26,198.66014099121094
2019-07-29,194.8709259033203
2019-07-30,195.9649200439453
2019-07-31,193.17025756835938
2019-08-01,191.67843627929688
2019-08-02,187.9886932373047
2019-08-05,180.7384490966797
2019-08-06,183.50326538085938
2019-08-07,184.13978576660156
2019-08-08,189.12245178222656
2019-08-09,186.8250732421875
2019-08-12,184.3585968017578
2019-08-13,187.42176818847656
2019-08-14,178.7294921875
2019-08-15,181.59376525878906
2019-08-16,182.69772338867188
2019-08-19,185.15423583984375
2019-08-20,182.80711364746094
2019-08-21,182.5485382080078
2019-08-22,181.04676818847656
2019-08-23,176.78018188476562
2019-08-26,179.37591552734375
2019-08-27,180.31080627441406
2019-08-28,180.76828002929688
2019-08-29,184.55751037597656
2019-08-30,184.65696716308594
2019-09-03,181.3948516845703
2019-09-04,186.11892700195312
2019-09-05,189.85841369628906
2019-09-06,186.46702575683594
2019-09-09,187.7301025390625
2019-09-10,185.15423583984375
2019-09-11,187.46156311035156
2019-09-12,186.44712829589844
2019-09-13,186.16868591308594
2019-09-16,185.20396423339844
2019-09-17,187.05381774902344
2019-09-18,187.11349487304688
2019-09-19,189.10255432128906
2019-09-20,188.89369201660156
2019-09-23,185.80068969726562
2019-09-24,180.29090881347656
2019-09-25,181.80262756347656
2019-09-26,179.12730407714844
2019-09-27,176.1337432861328
2019-09-30,177.10838317871094
2019-10-01,174.85076904296875
2019-10-02,173.6473388671875
2019-10-03,178.40127563476562
2019-10-04,179.46543884277344
2019-10-07,178.69964599609375
2019-10-08,176.78018188476562
2019-10-09,178.8687286376953
2019-10-10,179.04771423339844
2019-10-11,183.18504333496094
2019-10-14,182.28001403808594
2019-10-15,187.85939025878906
2019-10-16,188.5157928466797
2019-10-17,189.35121154785156
2019-10-18,184.83596801757812
2019-10-21,188.72462463378906
2019-10-22,181.34510803222656
2019-10-23,185.1343536376953
2019-10-24,185.3631134033203
2019-10-25,186.86483764648438
2019-10-28,188.3665771484375
2019-10-29,188.27708435058594
2019-10-30,187.22288513183594
2019-10-31,190.60433959960938
2019-11-01,192.56358337402344
2019-11-04,193.65756225585938
2019-11-05,193.25975036621094
2019-11-06,190.50489807128906
2019-11-07,189.38104248046875
2019-11-08,189.7987518310547
2019-11-11,188.57546997070312
2019-11-12,193.40895080566406
2019-11-13,192.1359405517578
2019-11-14,192.09613037109375
2019-11-15,194.0355224609375
2019-11-18,196.32296752929688
2019-11-19,198.2324676513672
2019-11-20,196.43234252929688
2019-11-21,196.85006713867188
2019-11-22,197.73521423339844
2019-11-25,198.69992065429688
2019-11-26,197.88438415527344
2019-11-27,200.89785766601562
2019-11-29,200.53982543945312
2019-12-02,198.6103973388672
2019-12-03,197.73521423339844
2019-12-04,197.6258087158203
2019-12-05,198.2722625732422
2019-12-06,199.9530487060547
2019-12-09,200.24147033691406
2019-12-10,199.77403259277344
2019-12-11,201.15643310546875
2019-12-12,195.67649841308594
2019-12-13,193.0509033203125
2019-12-16,196.84010314941406
2019-12-17,197.3075408935547
2019-12-18,201.3951416015625
2019-12-19,204.93568420410156
2019-12-20,205.17440795898438
2019-12-23,205.0550537109375
2019-12-24,204.00082397460938
2019-12-26,206.65626525878906
2019-12-27,206.964599609375
2019-12-30,203.2947235107422
2019-12-31,204.13014221191406
2020-01-02,208.63539123535156
2020-01-03,207.53147888183594
2020-01-06,211.44003295898438
2020-01-07,211.8975067138672
2020-01-08,214.04571533203125
2020-01-09,217.1089324951172
2020-01-10,216.87022399902344
2020-01-13,220.69924926757812
2020-01-14,217.86477661132812
2020-01-15,219.94337463378906
2020-01-16,220.55999755859375
2020-01-17,220.92796325683594
2020-01-21,220.23179626464844
2020-01-22,220.11244201660156
2020-01-23,218.56094360351562
2020-01-24,216.7509002685547
2020-01-27,213.69766235351562
2020-01-28,216.60169982910156
2020-01-29,222.01202392578125
2020-01-30,208.38677978515625
2020-01-31,200.808349609375
2020-02-03,203.075927734375
2020-02-04,208.68511962890625
2020-02-05,208.96360778808594
2020-02-06,209.6995849609375
2020-02-07,211.17149353027344
2020-02-10,211.8975067138672
2020-02-11,206.05955505371094
2020-02-12,209.61004638671875
2020-02-13,211.97708129882812
2020-02-14,213.0113983154297
2020-02-18,216.6116485595703
2020-02-19,216.30335998535156
2020-02-20,213.4092254638672
2020-02-21,209.033203125
2020-02-24,199.62484741210938
2020-02-25,195.69639587402344
2020-02-26,196.12403869628906
2020-02-27,188.71470642089844
2020-02-28,191.41986083984375
2020-03-02,195.36819458007812
2020-03-03,184.87574768066406
2020-03-04,190.71371459960938
2020-03-05,184.15968322753906
2020-03-06,180.10194396972656
2020-03-09,168.57518005371094
2020-03-10,177.21775817871094
2020-03-11,169.3111572265625
2020-03-12,153.627197265625
2020-03-13,169.35092163085938
2020-03-16,145.21336364746094
2020-03-17,148.604736328125
2020-03-18,146.1581573486328
2020-03-19,152.29449462890625
2020-03-20,148.91305541992188
2020-03-23,147.2919464111328
2020-03-24,160.10165405273438
2020-03-25,155.3577117919922
2020-03-26,162.4488067626953
2020-03-27,155.93450927734375
2020-03-30,165.04454040527344
2020-03-31,165.88990783691406
2020-04-01,158.72918701171875
2020-04-02,157.32688903808594
2020-04-03,153.33876037597656
2020-04-06,164.64675903320312
2020-04-07,167.90884399414062
2020-04-08,173.32907104492188
2020-04-09,174.23414611816406
2020-04-13,173.83631896972656
2020-04-14,177.19786071777344
2020-04-15,176.00442504882812
2020-04-16,175.2883758544922
2020-04-17,178.2620391845703
2020-04-20,177.26751708984375
2020-04-21,169.86810302734375
2020-04-22,181.28546142578125
2020-04-23,184.11990356445312
2020-04-24,189.03297424316406
2020-04-27,186.47698974609375
2020-04-28,181.91201782226562
2020-04-29,193.13047790527344
2020-04-30,203.59307861328125
2020-05-01,201.16639709472656
2020-05-04,204.1400604248047
2020-05-05,205.94021606445312
2020-05-06,207.33255004882812
2020-05-07,210.10731506347656
2020-05-08,211.19139099121094
2020-05-11,212.01686096191406
2020-05-12,208.95367431640625
2020-05-13,203.98095703125
2020-05-14,205.681640625
2020-05-15,209.7294158935547
2020-05-18,212.02679443359375
2020-05-19,215.69668579101562
2020-05-20,228.71527099609375
2020-05-21,230.12750244140625
2020-05-22,233.6282958984375
2020-05-26,230.93307495117188
2020-05-27,227.88980102539062
2020-05-28,224.22987365722656
2020-05-29,223.86187744140625
2020-06-01,230.64468383789062
2020-06-02,231.45025634765625
2020-06-03,228.90423583984375
2020-06-04,225.05531311035156
2020-06-05,229.51089477539062
2020-06-08,230.137451171875
2020-06-09,237.36778259277344
2020-06-10,235.43836975097656
2020-06-11,223.20545959472656
2020-06-12,227.33282470703125
2020-06-15,231.2314453125
2020-06-16,234.3642578125
2020-06-17,234.24493408203125
2020-06-18,234.65267944335938
2020-06-19,237.48712158203125
2020-06-22,237.91477966308594
2020-06-23,240.91830444335938
2020-06-24,232.7431640625
2020-06-25,234.39410400390625
2020-06-26,214.90103149414062
2020-06-29,219.43617248535156
2020-06-30,225.83108520507812
2020-07-01,236.25387573242188
2020-07-02,232.1464385986328
2020-07-06,238.968994140625
2020-07-07,239.5458221435547
2020-07-08,242.2509765625
2020-07-09,243.16600036621094
2020-07-10,243.7328643798828
2020-07-13,237.69598388671875
2020-07-14,238.42201232910156
2020-07-15,238.968994140625
2020-07-16,239.61544799804688
2020-07-17,240.70945739746094
2020-07-20,244.08094787597656
2020-07-21,240.43096923828125
2020-07-22,238.56124877929688
2020-07-23,231.33090209960938
2020-07-24,229.4512481689453
2020-07-27,232.22601318359375
2020-07-28,228.8644256591797
2020-07-29,232.0171356201172
2020-07-30,233.22055053710938
2020-07-31,252.2859344482422
2020-08-03,250.5852813720703
2020-08-04,248.46690368652344
2020-08-05,247.76075744628906
2020-08-06,263.8326110839844
2020-08-07,266.9753112792969
2020-08-10,261.56500244140625
2020-08-11,254.7325439453125
2020-08-12,258.4720153808594
2020-08-13,259.8742980957031
2020-08-14,259.81463623046875
2020-08-17,259.735107421875
2020-08-18,260.9086608886719
2020-08-19,261.1572265625
2020-08-20,267.5422668457031
2020-08-21,265.5531921386719
2020-08-24,269.9092712402344
2020-08-25,279.287841796875
2020-08-26,302.2518310546875
2020-08-27,291.6201477050781
2020-08-28,292.0577087402344
2020-08-31,291.6002502441406
2020-09-01,293.8280334472656
2020-09-02,300.8494873046875
2020-09-03,289.5315856933594
2020-09-04,281.1873779296875
2020-09-08,269.6805114746094
2020-09-09,272.2265625
2020-09-10,266.62725830078125
2020-09-11,265.15533447265625
2020-09-14,264.6978454589844
2020-09-15,270.9336853027344
2020-09-16,262.0821838378906
2020-09-17,253.42967224121094
2020-09-18,251.15216064453125
2020-09-21,246.79605102539062
2020-09-22,253.36004638671875
2020-09-23,247.6613311767578
2020-09-24,248.1685333251953
2020-09-25,253.42967224121094
2020-09-28,255.4187469482422
2020-09-29,260.36163330078125
2020-09-30,260.4710388183594
2020-10-01,265.1752624511719
2020-10-02,258.521728515625
2020-10-05,263.2060546875
2020-10-06,257.2487487792969
2020-10-07,256.7116394042969
2020-10-08,262.3208923339844
2020-10-09,263.00714111328125
2020-10-12,274.2454833984375
2020-10-13,274.63336181640625
2020-10-14,270.3369140625
2020-10-15,265.2647399902344
2020-10-16,264.47900390625
2020-10-19,259.9737548828125
2020-10-20,266.10015869140625
2020-10-21,277.209228515625
2020-10-22,276.6025085449219
2020-10-23,283.2361755371094
2020-10-26,275.5980224609375
2020-10-27,281.744384765625
2020-10-28,266.2095642089844
2020-10-29,279.2976989746094
2020-10-30,261.67437744140625
2020-11-02,259.9339599609375
2020-11-03,263.85247802734375
2020-11-04,285.81201171875
2020-11-05,293.0721435546875
2020-11-06,291.80914306640625
2020-11-09,277.24896240234375
2020-11-10,270.9435729980469
2020-11-11,274.97149658203125
2020-11-12,273.5791320800781
2020-11-13,275.43896484375
2020-11-16,277.43792724609375
2020-11-17,273.49957275390625
2020-11-18,270.4861145019531
2020-11-19,271.4507751464844
2020-11-20,268.2284851074219
2020-11-23,266.9654541015625
2020-11-24,275.40911865234375
2020-11-25,274.08636474609375
2020-11-27,276.2942199707031
2020-11-30,275.45880126953125
2020-12-01,284.986572265625
2020-12-02,285.95123291015625
2020-12-03,280.31219482421875
2020-12-04,278.1739196777344
2020-12-07,284.0218200683594
2020-12-08,281.8537292480469
2020-12-09,276.40362548828125
2020-12-10,275.60797119140625
2020-12-11,272.05743408203125
2020-12-14,272.6939697265625
2020-12-15,274.04656982421875
2020-12-16,274.1658935546875
2020-12-17,272.982421875
2020-12-18,274.89190673828125
2020-12-21,271.3016052246094
2020-12-22,265.6327209472656
2020-12-23,266.6471862792969
2020-12-24,265.9410400390625
2020-12-28,275.4886474609375
2020-12-29,275.26983642578125
2020-12-30,270.38665771484375
2020-12-31,271.66961669921875
2021-01-04,267.47265625
2021-01-05,269.4915466308594
2021-01-06,261.8733215332031
2021-01-07,267.2737121582031
2021-01-08,266.1100769042969
2021-01-11,255.43865966796875
2021-01-12,249.7200164794922
2021-01-13,250.2670135498047
2021-01-14,244.29974365234375
2021-01-15,249.98855590820312
2021-01-19,259.6754150390625
2021-01-20,266.02056884765625
2021-01-21,271.38116455078125
2021-01-22,273.00225830078125
2021-01-25,276.4931640625
2021-01-26,280.5110778808594
2021-01-27,270.6551818847656
2021-01-28,263.55413818359375
2021-01-29,256.9205017089844
2021-02-01,260.5804138183594
2021-02-02,265.6227722167969
2021-02-03,265.195068359375
2021-02-04,265.0359802246094
2021-02-05,266.63720703125
2021-02-08,265.1255187988281
2021-02-09,267.9798278808594
2021-02-10,270.38665771484375
2021-02-11,268.9147644042969
2021-02-12,269.0241394042969
2021-02-16,272.47515869140625
2021-02-17,272.0773620605469
2021-02-18,267.9201965332031
2021-02-19,260.13287353515625
2021-02-22,258.90960693359375
2021-02-23,264.4093933105469
2021-02-24,262.86785888671875
2021-02-25,253.30039978027344
2021-02-26,256.21441650390625
2021-03-01,263.4646301269531
2021-03-02,257.5868835449219
2021-03-03,254.01646423339844
2021-03-04,256.2342834472656
2021-03-05,262.83807373046875
2021-03-08,253.91700744628906
2021-03-09,264.2900695800781
2021-03-10,263.4546203613281
2021-03-11,272.3856506347656
2021-03-12,266.9355773925781
2021-03-15,272.2563781738281
2021-03-16,277.7561950683594
2021-03-17,282.4604187011719
2021-03-18,277.0998229980469
2021-03-19,288.5271301269531
2021-03-22,291.9383544921875
2021-03-23,289.04425048828125
2021-03-24,280.60064697265625
2021-03-25,277.2191467285156
2021-03-26,281.47576904296875
2021-03-29,289.2332458496094
2021-03-30,286.4285888671875
2021-03-31,292.9230041503906
2021-04-01,297.030517578125
2021-04-05,307.22454833984375
2021-04-06,304.5889892578125
2021-04-07,311.3817443847656
2021-04-08,311.31207275390625
2021-04-09,310.75518798828125
2021-04-12,309.8402099609375
2021-04-13,308.0699157714844
2021-04-14,301.1677551269531
2021-04-15,306.1405029296875
2021-04-16,304.5094299316406
2021-04-19,300.5909118652344
2021-04-20,300.9986877441406
2021-04-21,299.8251037597656
2021-04-22,294.90216064453125
2021-04-23,299.48699951171875
2021-04-26,301.3866271972656
2021-04-27,301.9136657714844
2021-04-28,305.4244384765625
2021-04-29,327.712158203125
2021-04-30,323.3062744140625
2021-05-03,320.8199768066406
2021-05-04,316.6229553222656
2021-05-05,313.3011779785156
2021-05-06,318.2739562988281
2021-05-07,317.3390197753906
2021-05-10,304.300537109375
2021-05-11,304.8575134277344
2021-05-12,300.8992614746094
2021-05-13,303.594482421875
2021-05-14,314.2161865234375
2021-05-17,313.7388000488281
2021-05-18,308.2688293457031
2021-05-19,311.8790283203125
2021-05-20,316.87164306640625
2021-05-21,314.5046081542969
2021-05-24,322.8587951660156
2021-05-25,326.0015563964844
2021-05-26,325.87225341796875
2021-05-27,330.9344787597656
2021-05-28,326.9364013671875
2021-06-01,327.3341979980469
2021-06-02,327.3541259765625
2021-06-03,324.2611389160156
2021-06-04,328.5475769042969
2021-06-07,334.7435302734375
2021-06-08,331.85943603515625
2021-06-09,328.4481201171875
2021-06-10,330.64605712890625
2021-06-11,329.4526062011719
2021-06-14,334.9324951171875
2021-06-15,334.9126892089844
2021-06-16,329.2735595703125
2021-06-17,334.6739501953125
2021-06-18,327.8612976074219
2021-06-21,330.47698974609375
2021-06-22,337.18023681640625
2021-06-23,338.7316589355469
2021-06-24,341.30755615234375
2021-06-25,339.5074462890625
2021-06-28,353.6996154785156
2021-06-29,349.9700927734375
2021-06-30,345.8128662109375
2021-07-01,352.4564208984375
2021-07-02,352.76470947265625
2021-07-06,350.8551940917969
2021-07-07,348.5776062011719
2021-07-08,343.7640686035156
2021-07-09,348.5080871582031
2021-07-12,351.2331237792969
2021-07-13,350.1689453125
2021-07-14,345.7333068847656
2021-07-15,342.58056640625
2021-07-16,339.2985534667969
2021-07-19,335.1115417480469
2021-07-20,339.7958679199219
2021-07-21,344.3409423828125
2021-07-22,349.27386474609375
2021-07-23,367.77239990234375
2021-07-26,370.4277648925781
2021-07-27,365.8031311035156
2021-07-28,371.2433776855469
2021-07-29,356.3649597167969
2021-07-30,354.3559875488281
2021-08-02,350.02972412109375
2021-08-03,349.3235778808594
2021-08-04,356.961669921875
2021-08-05,360.9895935058594
2021-08-06,361.5266418457031
2021-08-09,359.6369934082031
2021-08-10,359.1596374511719
2021-08-11,357.9960021972656
2021-08-12,360.6712951660156
2021-08-13,361.1984558105469
2021-08-16,364.5600280761719
2021-08-17,356.4942626953125
2021-08-18,353.5106201171875
2021-08-19,353.1824035644531
2021-08-20,357.4092102050781
2021-08-23,361.3675231933594
2021-08-24,363.5157165527344
2021-08-25,366.38006591796875
2021-08-26,362.3918762207031
2021-08-27,370.59686279296875
2021-08-30,378.58306884765625
2021-08-31,377.3100280761719
2021-09-01,379.9654846191406
2021-09-02,373.232421875
2021-09-03,374.2070617675781
2021-09-07,380.0947570800781
2021-09-08,375.5099182128906
2021-09-09,375.93756103515625
2021-09-10,376.6238098144531
2021-09-13,374.45574951171875
2021-09-14,374.4755859375
2021-09-15,371.8798522949219
2021-09-16,371.0245666503906
2021-09-17,362.73004150390625
2021-09-20,353.7592468261719
2021-09-21,355.529541015625
